rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/bleed_for_this,Bleed For This,Rafer Guzman,True,Fresh,Fresh,2016,Vinny's remarkable comeback story can make for compelling viewing.,unknown,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.6705}",0.6705
m/1155467-glory_road,Glory Road,Harvey S. Karten,False,Rotten,Fresh,2006,"A fine, family-friendly pic about a white coach who demands perfection from his mostly black basketball team.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.6705}",0.6705
m/1093641-hurricane,The Hurricane,John J. Puccio,False,Certified-Fresh,Fresh,2000,...a powerful and moving story of human endurance and determination.,male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}",0.6705
m/battle_of_the_sexes,Battle of the Sexes,Harry Guerin,False,Certified-Fresh,Fresh,2017,Any head-scratching about Stone playing King ceases within the first few minutes - she's perfect in the role.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.6705}",0.6705
m/1208128-tyson,Tyson,Liam Lacey,True,Certified-Fresh,Fresh,2009,"Toback, to his considerable credit, turns that view around by showing Tyson as a complicated person who has more thoughtful things to say.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6697}",0.6697
m/1212694-blind_side,The Blind Side,James Wegg,False,Fresh,Rotten,2010,John Lee Hancock's quasi docu-dramatization of Michael Lewis' book ... scores well in the basics of bringing this inspirational story to the screen but fumbles the chance for greatness due to the preponderance of one-dimensional characters.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.6692}",0.6692
m/10007821-snow_blind,Snow Blind,Jack Mathews,True,Rotten,Rotten,2006,"Though some of the action cinematography is stunning, and practicing snowboarders will love the sense of camaraderie established, it's not riveting entertainment for the rest of us.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.07, 'neu': 0.724, 'pos': 0.205, 'compound': 0.6671}",0.6671
m/because_of_winndixie,Because of Winn-Dixie,Jan Stuart,True,Rotten,Rotten,2005,A lopsided but fitfully pleasant daydream for young girls looking to discover their inner hostess: a dog-slobbered Martha Stewart: The Early Years.,male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6652}",0.6652
m/1155467-glory_road,Glory Road,David Cornelius,False,Rotten,Fresh,2006,"Familiar, but fun.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.31, 'pos': 0.69, 'compound': 0.6652}",0.6652
m/1093641-hurricane,The Hurricane,Philip Wuntch,True,Certified-Fresh,Fresh,2000,You can always tell where The Hurricane is leading you. But the trip is strong and stirring.,male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6652}",0.6652
m/1158528-goal,Goal! The Dream Begins (Goal!: The Impossible Dream),Winda Benedetti,False,Rotten,Rotten,2006,"Goal seems destined to be an ongoing soccer-themed soap opera, but it's one that only the game's biggest enthusiasts likely will find compelling.",unknown,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6652}",0.6652
m/britt_marie_was_here,Britt-Marie Was Here,Javier Ocaña,False,Fresh,Rotten,2020,The beautiful cinematography isn't enough to hide its writing in which there is not much reflection. [Full Review in Spanish],mostly_male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6617}",0.6617
m/bleed_for_this,Bleed For This,Eric D. Snider,False,Fresh,Rotten,2016,"Someone seems to have told Hollywood that our favorite sport is boxing, and that Hollywood should make more movies about boxing, and that we will never get tired of boxing movies, especially formulaic ones about real people.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.6604}",0.6604
m/1093641-hurricane,The Hurricane,Richard Schickel,True,Certified-Fresh,Fresh,2000,A thoughtful and even inspiring film.,male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.6597}",0.6597
m/battle_of_the_sexes,Battle of the Sexes,Glynis Costin,False,Certified-Fresh,Fresh,2018,"Battle of the Sexes is an entertaining, fun, sometimes touching, and sometimes enlightening look at the world of tennis, the struggles of sexual identity, and the sexism of the time.",female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.129, 'neu': 0.631, 'pos': 0.24, 'compound': 0.6597}",0.6597
m/battle_of_the_sexes,Battle of the Sexes,Lisa Jensen,False,Certified-Fresh,Fresh,2017,"Trailblazers like Billie Jean King deserve our thanks, and the tribute she receives in this movie.",female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6597}",0.6597
m/a_league_of_ordinary_gentlemen,A League of Ordinary Gentlemen,Christopher Null,False,Fresh,Fresh,2006,"easy to take in, much like spending an afternoon at the lanes with some watery beer",male,"['Comedy', 'Documentary', 'Special Interest', 'Television', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6597}",0.6597
m/1155467-glory_road,Glory Road,Bill Muller,True,Rotten,Rotten,2006,"By knocking the edges off Glory Road, Bruckheimer has turned a raw, compelling story into bland pudding.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6597}",0.6597
m/1093641-hurricane,The Hurricane,Cody Clark,True,Certified-Fresh,Fresh,2000,"Like broccoli, The Hurricane is good for you.",mostly_male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.6597}",0.6597
m/1208128-tyson,Tyson,Joe Williams,True,Certified-Fresh,Fresh,2009,"Some documentaries grow in the shadows; others demand to be made. The story of boxer Mike Tyson, powerfully recounted in a new film, is as rich as a Dickens novel.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.046, 'neu': 0.772, 'pos': 0.182, 'compound': 0.6597}",0.6597
m/because_of_winndixie,Because of Winn-Dixie,John Monaghan,True,Rotten,Fresh,2005,Parents who claim they crave thoughtful entertainment for their kids finally have a movie they can get behind.,male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",0.6597
m/1208128-tyson,Tyson,Simon Foster,False,Certified-Fresh,Fresh,2010,"Boxing fans will be thrilled by Toback's film, filled as it is with multi-camera angles and behind-the-scenes footage of some of the greatest fights in the sports history.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.078, 'neu': 0.718, 'pos': 0.204, 'compound': 0.6597}",0.6597
m/1093641-hurricane,The Hurricane,Rich Cline,False,Certified-Fresh,Fresh,2001,An astonishing true story about injustice on a grand scale ... and trust on a small one. Yet the film itself never quite rises above a standard movie bio.,mostly_male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.106, 'neu': 0.632, 'pos': 0.261, 'compound': 0.6597}",0.6597
m/battle_of_the_sexes,Battle of the Sexes,Michael Smith,False,Certified-Fresh,Fresh,2017,"Battle of the Sexes serves up a history lesson and a message of equality that is as timely now as it was more than 40 years ago, but it's a bit too soft to call the film a grand-slam winner.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.044, 'neu': 0.829, 'pos': 0.127, 'compound': 0.6597}",0.6597
m/chariots_of_fire,Chariots of Fire,Ben Rawson-Jones,False,Certified-Fresh,Rotten,2013,It's an uncomfortable reminder of how the memory can cheat and the Academy Awards can favor nostalgic sentimentalism over strong storytelling.,male,"['Art House & International', 'Drama', 'Sports & Fitness']","{'neg': 0.177, 'neu': 0.475, 'pos': 0.348, 'compound': 0.6597}",0.6597
m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Kevin Crust,True,Certified-Fresh,Fresh,2006,"Lively, free-wheeling amusement.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.156, 'pos': 0.844, 'compound': 0.6597}",0.6597
m/battle_of_the_sexes,Battle of the Sexes,Christian Toto,False,Certified-Fresh,Rotten,2017,How do you turn a great story into a mediocre one? Woke it up!,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.6588}",0.6588
m/battle_of_the_sexes,Battle of the Sexes,Peter Gray,False,Certified-Fresh,Fresh,2020,The film is effortless in its mainstream appeal however as it tackles a worthy subject without beating it over the head of its audience.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6575}",0.6575
m/1212694-blind_side,The Blind Side,Walter Chaw,False,Fresh,Rotten,2009,"Institutional racism as inspirational melodrama, it's regressive entertainment, our very own Triumph of the Will.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.167, 'neu': 0.448, 'pos': 0.386, 'compound': 0.6573}",0.6573
m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Joe Donnelly,False,Certified-Fresh,Rotten,2006,"About a brief gathering of high-paid superstars slumming it in America at the ego-driven whimsy of one of the world's most powerful moguls (who himself had nothing to lose, since the whole venture was on Warner's tab).",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.6543}",0.6543
m/1197992-perfect_game,The Perfect Game,Rick Groen,True,Rotten,Rotten,2010,Director William Dear is not one to miss a sentimental beat.,male,"['Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.6535}",0.6535
m/bleed_for_this,Bleed For This,Katie Walsh,True,Fresh,Fresh,2016,You can't shake the sense that the real Vinny Paz is far more fascinating than this basic boxing biopic.,female,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6498}",0.6498
m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Terry Lawson,True,Certified-Fresh,Fresh,2006,"Once in a Lifetime would have benefited greatly from historical and outside perspective, but the story on screen is such a kick that even monotone narrator Matt Dillon gets caught up in the excitement.",mostly_male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.6486}",0.6486
m/1212694-blind_side,The Blind Side,Melissa Anderson,True,Fresh,Rotten,2009,"In every scene, Oher is instructed, lectured, comforted, or petted like a big puppy; he is merely a cipher.",female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.6486}",0.6486
m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Rich Cline,False,Certified-Fresh,Fresh,2006,A lively 1970s tone that neatly captures soccer's brief North American heyday.,mostly_male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6486}",0.6486
m/10008562-road_to_victory,Road to Victory,Brian Tallerico,False,Fresh,Fresh,2008,"A film that deserves your attention, if just to note that someone is handling a serious subject like impotence with respect and to mark the debut of a multi-talented young man.",male,"['Art House & International', 'Drama', 'Sports & Fitness']","{'neg': 0.041, 'neu': 0.784, 'pos': 0.176, 'compound': 0.6486}",0.6486
m/10009355-sugar,Sugar,Mike Scott,False,Certified-Fresh,Fresh,2009,"Sugar is a refined and appealing love letter to baseball, and a reminder of all that makes it matter.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.6486}",0.6486
m/1212694-blind_side,The Blind Side,Perry Seibert,False,Fresh,Fresh,2014,The movie is very familiar -- you've seen it all before -- but it succeeds at achieving its modest goals.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.6486}",0.6486
m/beyond_the_edge_2013,Beyond the Edge,Sarah Manvel,False,Fresh,Fresh,2018,We are learning to forget basic human achievements on their own. The Sherpas who have lost their families and friends know better of course. A movie like this is a sharp and well-made reminder to the rest of us.,female,"['Action & Adventure', 'Documentary', 'Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.094, 'neu': 0.716, 'pos': 0.19, 'compound': 0.6486}",0.6486
m/a_skin_so_soft,A Skin So Soft (Ta peau si lisse),Marshall Shaffer,False,Fresh,Fresh,2019,"Like the cinema of attractions, A Skin So Soft relies on the body as the primary method of communication.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.6486}",0.6486
m/1208128-tyson,Tyson,Giles Hardie,True,Certified-Fresh,Rotten,2009,Just relentless lisping monotonous speech that makes the prospect of entering the ring with Mike seem attractive if only because it will be over sooner.,male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.6486}",0.6486
m/10009355-sugar,Sugar,Bob Mondello,True,Certified-Fresh,Fresh,2009,Scenes that would usually be mere setup ... become engaging in their own right. ... game and practice sequences have an easy authenticity from the start.,male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6486}",0.6486
m/1208128-tyson,Tyson,Jeff Vice,False,Certified-Fresh,Fresh,2009,You certainly hope that the humility Mike Tyson is showing these days is genuine and not just an act.,male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6486}",0.6486
m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Lisa Rose,True,Certified-Fresh,Fresh,2006,The documentary offers enough color and depth to hold your interest and leave you keen to see the World Cup finals.,female,"['Documentary', 'Sports & Fitness']","{'neg': 0.049, 'neu': 0.729, 'pos': 0.223, 'compound': 0.6486}",0.6486
m/1208128-tyson,Tyson,Edward Porter,True,Certified-Fresh,Fresh,2009,"Plainly, this isn't the only account you would need to consult to form a proper picture of the man, but it's a compelling spectacle, to be sure.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.6486}",0.6486
m/ayurveda_the_art_of_being,Ayurveda: the Art of Being,Elizabeth Zimmer,True,Rotten,Rotten,2002,"Unspools like a highbrow, low-key, 102-minute infomercial, blending entrepreneurial zeal with the testimony of satisfied customers.",female,"['Documentary', 'Drama', 'Special Interest', 'Faith & Spirituality', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6486}",0.6486
m/bones_brigade_an_autobiography,Bones Brigade: An Autobiography,Noel Murray,True,Fresh,Fresh,2012,"For anyone who's ever wanted to know how tricks like the ""Olly"" and the ""McTwist"" came to be, or how exactly Tony Hawk became a superstar, this movie is highly informative and even inspirational.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.04, 'neu': 0.804, 'pos': 0.155, 'compound': 0.6486}",0.6486
m/beerfest,Beerfest,Matthew Turner,False,Rotten,Fresh,2006,"It's not for everyone, but this delivers pretty much everything you could be expecting from a film called Beerfest.",male,"['Comedy', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.6486}",0.6486
m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Jean Lowerison,False,Certified-Fresh,Fresh,2006,"Once in a Lifetime is riveting cinema for at least an hour, after which it starts to feel a bit like thumbing through a scrapbook. But American soccer fans -- and those interested in the business of sports -- will eat it up.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.6486}",0.6486
m/1155467-glory_road,Glory Road,Jeffrey M. Anderson,False,Rotten,Fresh,2006,"Somehow, Bruckheimer keeps the sentimentality to a minimum and keeps his story moving at a very nice pace: four fast quarters and a halftime.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6478}",0.6478
m/10009355-sugar,Sugar,Matthew Turner,False,Certified-Fresh,Fresh,2009,"Brilliantly directed, superbly written and thoroughly engaging drama that skilfully blends sports movies, immigration dramas and coming of age movies, while avoiding the usual cliches.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.077, 'neu': 0.708, 'pos': 0.215, 'compound': 0.6478}",0.6478
m/1212694-blind_side,The Blind Side,Gabe Leibowitz,False,Fresh,Rotten,2009,"I really wanted to like John Lee Hancock's The Blind Side. In fact, I wanted to love it.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.119, 'neu': 0.574, 'pos': 0.307, 'compound': 0.6444}",0.6444
m/1093641-hurricane,The Hurricane,Greg Muskewitz,False,Certified-Fresh,Fresh,2000,"Yes, it's clichd inspiration (which is inspiration nevertheless), but it does it from the heart, and that's what counts.",male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.6428}",0.6428
m/battle_of_the_sexes,Battle of the Sexes,Larushka Ivan-Zadeh,False,Certified-Fresh,Fresh,2017,"Meanwhile, the triple threat of Sarah Silverman, Alan Cumming and Elisabeth Shue all rolled up in one film is a joy almost too great to bear.",unknown,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.103, 'neu': 0.666, 'pos': 0.231, 'compound': 0.6395}",0.6395
m/battle_of_the_sexes,Battle of the Sexes,Gary Rotstein,False,Certified-Fresh,Fresh,2017,"Despite any faults, or double faults - which also includes some dialogue that sounds suspiciously like too-meaningful speeches - Battle of the Sexes is an entertaining, well-performed history lesson in the sociology of the early 1970s.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.121, 'neu': 0.639, 'pos': 0.24, 'compound': 0.6379}",0.6379
m/1213737-x_games_3d_the_movie,X Games 3D: The Movie,Avi Offer,False,Rotten,Rotten,2009,"Has stunning 3D visuals which briefly provide a rush of adrenaline, but it often feels too dull while lacking insight and suspense as well as palpable excitement.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.103, 'neu': 0.641, 'pos': 0.255, 'compound': 0.6369}",0.6369
m/1212694-blind_side,The Blind Side,Burl Burlingame,False,Fresh,Fresh,2011,"A living tribute to fundamental Christian motivations, although the point is hammered home with an extraordinarily soft touch: Love thy neighbor.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369
m/battle_of_the_sexes,Battle of the Sexes,Travis Hopson,False,Certified-Fresh,Fresh,2017,The film is at its best when the lens is tightened on the personal factors that led to King and Riggs' showdown.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.6369
m/battle_of_the_sexes,Battle of the Sexes,Kristian Harloff,False,Certified-Fresh,Fresh,2018,"I liked the stories and the performances. Steve Carell was fantastic...when my daughter gets older, I'll certainly show her this film.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",0.6369
m/1198511-bustin_down_the_door,Bustin' Down the Door,Matt Soergel,False,Fresh,Fresh,2009,"Almost all of the surfing footage is beautiful stuff, though you'll likely want to see even more.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.6369}",0.6369
m/1212694-blind_side,The Blind Side,Mike Edwards,False,Fresh,Rotten,2011,"Sing it together with me my brothers, thank the Lawd for he created the white man that he might teach them po' negroes the value of good Christian chariddy.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.096, 'neu': 0.642, 'pos': 0.262, 'compound': 0.6369}",0.6369
m/1212694-blind_side,The Blind Side,J. R. Jones,True,Fresh,Fresh,2014,"As a fable about the power of giving, it hits pretty hard.",unknown,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.093, 'neu': 0.533, 'pos': 0.373, 'compound': 0.6369}",0.6369
m/a_league_of_ordinary_gentlemen,A League of Ordinary Gentlemen,Jordan Reed,False,Fresh,Fresh,2005,"Browne's film succeeds on numerous levels, in no small part because he admirably balances the slow-pitch, flyover-state silliness of bowling with a genuine appreciation of the inherent tensions and rivalries in a professional spectator sport.",male,"['Comedy', 'Documentary', 'Special Interest', 'Television', 'Sports & Fitness']","{'neg': 0.155, 'neu': 0.616, 'pos': 0.228, 'compound': 0.6369}",0.6369
m/battle_of_the_sexes,Battle of the Sexes,Sonny Bunch,False,Certified-Fresh,Rotten,2017,"Shot with the verve of an after-school special, hammering its points with the subtlety of a carpenter banging nails, it feels like a parody of an empowerment movie.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6369}",0.6369
m/1156285-summer_storm,Summer Storm (Sommersturm),Phil Hall,False,Rotten,Fresh,2006,Best for Robert Stadlober's touching performance.,male,"['Art House & International', 'Comedy', 'Drama', 'Romance', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369
m/battle_of_the_sexes,Battle of the Sexes,Sean O'Connell,False,Certified-Fresh,Fresh,2017,"Battle of the Sexes is, at best, a light volley of banter and debate over important topics, rather than a hard-hitting expose with contemporary ties to ongoing gender discussions (which it easily could have been).",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.103, 'neu': 0.69, 'pos': 0.207, 'compound': 0.6369}",0.6369
m/1197992-perfect_game,The Perfect Game,William Bibbiani,False,Rotten,Fresh,2014,"No ironic detachment for William Dear's latest film: It may have every clich in the book, but The Perfect Game means everything it says.",male,"['Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.099, 'neu': 0.727, 'pos': 0.175, 'compound': 0.6369}",0.6369
m/battle_of_the_sexes,Battle of the Sexes,Heather Hogan,False,Certified-Fresh,Fresh,2018,"It's a sports movie, complete with breathless action sequences, overwrought crowd reactions, and a soaring score. It's a biopic about a legend. And it's one of the best lesbian films I've ever seen.",female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.6369}",0.6369
m/chariots_of_fire,Chariots of Fire,Mike Massie,False,Certified-Fresh,Rotten,2020,The sequences that could have been unmistakably victorious are flatly documentary-like at best.,male,"['Art House & International', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369
m/because_of_winndixie,Because of Winn-Dixie,Vince Koehler,False,Rotten,Fresh,2005,"Director Damien O'Donnell crafts this well-acted, funny, moving story that speaks to people's loneliness and the need to connect. This film is great for kids and adults alike.",male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.08, 'neu': 0.718, 'pos': 0.201, 'compound': 0.6369}",0.6369
m/1155467-glory_road,Glory Road,Nick Rogers,False,Rotten,Rotten,2006,"The movie tries to push every button and please everyone involved, and its expressway of good intentions is little more than just a patchy re-paving job",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.6369}",0.6369
m/beerfest,Beerfest,Eric Lurio,False,Rotten,Rotten,2006,best viewed when extremely intoxicated.,male,"['Comedy', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369
m/10009355-sugar,Sugar,Shawn Levy,False,Certified-Fresh,Fresh,2009,"Sugar is a subtly engaging film about a world -- indeed, a string of worlds -- that hums energetically all around us and yet remains invisible.",mostly_male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}",0.6369
m/because_of_winndixie,Because of Winn-Dixie,James Sanford,False,Rotten,Fresh,2005,"Without becoming particularly preachy or heavy-handed, 'Winn-Dixie' insists that acceptance and tolerance are integral parts of Christianity.",male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.6369}",0.6369
m/by_hook_or_by_crook_2002,By Hook or by Crook,Jon Popick,False,Fresh,Fresh,2002,"One of the best independently financed bank-robbery flicks since Bottle Rocket, despite the complete absence of any actual bank robberies.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369
m/because_of_winndixie,Because of Winn-Dixie,Mack Bates,False,Rotten,Fresh,2005,The best of this year's family-friendly film explosion so far.,male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369
m/1093641-hurricane,The Hurricane,Owen Gleiberman,True,Certified-Fresh,Fresh,2000,This movie about the nightmare of incarceration makes you taste the meaning of freedom.,male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}",0.6369
m/10009355-sugar,Sugar,Philip Martin,False,Certified-Fresh,Fresh,2009,"...an immigrant's song, a story about cultural dislocations and human connections that happens to be one of the year's best movies.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369
m/beerfest,Beerfest,Mike Ward,False,Rotten,Fresh,2006,"A hard 'R' comedy outfitted with plenty of female nudity and no unnecessary romantic subplots, Beer Fest has all the commitment of a night of drunken college debauchery and none of the ""double secret probation"" ramifications.",male,"['Comedy', 'Sports & Fitness']","{'neg': 0.089, 'neu': 0.718, 'pos': 0.193, 'compound': 0.6369}",0.6369
m/bleed_for_this,Bleed For This,Wendy Ide,False,Fresh,Fresh,2016,Where the film works best is in evoking the brash blue collar Rhode Island backdrop that shaped Vinny Paz into the kind of man who refuses to let a spinal fracture end his career.,female,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.6369}",0.6369
m/beerfest,Beerfest,Annemarie Moody,True,Rotten,Fresh,2006,Beerfest serves up a keg's worth of fun.,female,"['Comedy', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}",0.6369
m/brother_2010,Brother (Hermano),Don Groves,False,Rotten,Fresh,2011,Brotherly love put to the test in potent drama.,male,"['Art House & International', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369
m/1093641-hurricane,The Hurricane,Jack Garner,False,Certified-Fresh,Fresh,2000,Washington hits all the notes perfectly.,male,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369
